,CHAEXT 1,CHANEL 2,CHAEXT 2,CHANEL 3,CHANEL 4,CHANEL 5
0,34.24698551,0.0,5.537792067,-0.93735756,-5.45116603,0.9535857962
1,0.0,-9.32025087,0.0,-0.111310967,0.488438968,-0.519129818
2,-42.9857004,4.018340335,-1.207246,-0.587571621,9.073581102,-0.0057547556
3,-26.0055256,17.17501169,3.33349014,0.9381732353,-9.04699645,45.16006195
4,156.8103827,-23.3768505,-2.80918975,0.0,2.34419624,0.0
5,61.22783278,0.0,3.738886796,-5.32594546,-0.062308382,1.087347305
6,0.0,-11.3006992,0.0,0.4514768172,-2.7902686,-0.1055506
7,-67.6578303,4.076173996,-2.68026425,-0.690171368,5.779039681,0.1042938149
8,-47.157727,16.14796341,5.743392888,0.9442127647,6.064933739,14.25245186
9,191.5769481,-20.9343383,-2.40819825,0.0,-0.237412433,0.0
10,29.81247455,0.0,0.9522983347,-1.55172923,0.2105288473,0.01963262572
11,0.0,-3.65850702,0.0,0.1154358602,-0.120258251,-0.0599186034
12,-27.1110734,1.120716566,-1.17126186,-0.142987396,1.07161952,0.03941762873
13,-19.4388046,5.931094592,2.090013899,0.2733846015,-0.352011722,3.591922951
14,88.43416963,-6.77050222,-0.449923825,0.0,0.08554708403,0.0
15,7.043752105,0.0,0.07140479127,-0.203515953,-0.146180299,0.01767572503
16,0.0,-0.397408478,0.0,0.01630920639,-0.0337547018,0.004357059691
17,-2.19252678,0.1423371955,-0.203981469,-0.0107268271,-0.00016589212,-0.00226101455
18,-2.00686996,0.6032263842,0.2934802386,0.02921668308,0.06694494081,1.054991957
19,12.94599368,-0.602755105,0.03123882853,0.0,0.005440489499,0.0
20,1.898702489,0.0,0.003949488165,-0.00413394527,-0.0988447154,0.00178196515
21,0.0,-0.0209308576,0.0,0.0003939651272,-0.0783935365,-0.0012416019
22,1.644468985,0.001386623804,-0.0101796157,-0.000385042816,-0.0621148677,0.0007208621138
23,-0.0519359104,0.03897651356,0.01281446742,0.002772115142,-0.0677531316,0.4494509487
24,3.292407021,-0.0333067121,0.001299218102,0.0,0.001474450796,0.0
25,1.346381947,0.0,0.0008956250694,-0.00147081641,-0.014628699,-0.000188008508
26,0.0,-0.00301829115,0.0,8.869291505e-05,-0.00405517777,0.0001481121958
27,1.496571123,0.0008768925478,-0.00210208295,-4.78570568e-05,-0.0353949153,-0.00031522151
28,0.00888154642,0.008449363278,0.003997463743,0.0003851199649,-0.0034752492,0.1187972756
29,2.208179274,-0.00613246411,0.0009427356895,0.0,-0.000737574513,0.0
30,0.1056021289,0.0,0.0003624496247,-0.00220627718,-0.00986664213,-3.75399061e-05
31,0.0,-0.00316279898,0.0,9.808346087e-05,-0.000874549144,0.0004395775015
32,-0.0431587744,0.0006385319846,-0.00284647982,-9.75248612e-05,0.0008091020947,0.0003717920741
33,-0.0308188234,0.004403115852,0.004156681074,0.0006027139873,-0.00327069059,0.0278516547
34,0.1407874551,-0.00394171042,-6.61080733e-05,0.0,0.000397250768,0.0
35,1.069531137,0.0,0.0005435764011,-0.00140157942,-0.00229201597,-1.30798535e-05
36,0.0,-0.00293759389,0.0,8.955305552e-05,-0.00373747964,-0.000113099323
37,1.103226122,-0.00105451186,-0.00270025952,-3.74809872e-05,-0.00674938957,-4.67118717e-05
38,-0.0419656944,0.006550582347,0.002949837728,0.0003230285693,-0.00464896889,0.03659309366
39,1.607831408,-0.00675943898,0.0009589622359,0.0,-6.96357052e-06,0.0
40,0.08846957679,0.0,0.0001620126184,-0.0014182583,5.521460065e-05,1.995665875e-05
41,0.0,-0.00109675745,0.0,4.115563134e-05,-0.00149694179,0.0001917711287
42,-0.0127751374,-0.000216161807,-0.00274013293,-2.5334632e-05,0.0008533968227,2.180654589e-05
43,-0.0278869834,0.002546919957,0.001892005649,0.0003087346945,-0.00211122834,0.00713885174
44,0.08906352191,-0.00210387595,0.0001420618054,0.0,8.028984e-06,0.0
45,0.894612523,0.0,0.0003013517459,-0.00110677728,-0.00311609437,3.496228026e-05
46,0.0,-0.00229750821,0.0,7.226612024e-05,0.001962125649,2.224233625e-05
47,0.7125272682,7.98047012e-06,-0.00291357025,-4.20994314e-05,-0.000421903383,-2.06083909e-06
48,-0.0291277787,0.004610871897,0.003038801538,0.0002118123568,0.001997321371,0.01255956713
49,0.9622124058,-0.00354248229,0.0008206061896,0.0,5.967764615e-06,0.0
50,0.7829285651,0.0,0.0003876038383,-0.00183366097,-0.000176346091,-8.33515707e-05
51,0.0,-0.00328018028,0.0,0.0001112042309,0.00179094816,7.215075969e-06
52,0.3728851847,0.0006801683878,-0.00638251876,-2.30973007e-05,0.001823097459,-2.53803202e-05
53,-0.055959506,0.008270204237,0.00439436172,0.0006212871277,-0.00218796791,0.006687988066
54,0.7970095772,-0.00456669575,0.001648769751,0.0,0.0001048399249,0.0
