,CHAEXT 1,CHANEL 2,CHAEXT 2,CHANEL 3,CHANEL 4,CHANEL 5
55,1.007583597,0.0,0.0002975615706,-0.00168030198,-0.00175458923,-1.36117772e-05
56,0.0,-0.00212291767,0.0,6.669846784e-05,0.002468696735,3.378728992e-05
57,0.1162839631,-6.99616137e-05,-0.00343305134,-1.76018545e-05,0.0002421848861,1.661217089e-06
58,-0.0617911408,0.00511603315,0.001789188485,0.0002621094193,0.0009901632573,0.002848839761
59,1.081669225,-0.00275382211,0.00105571816,0.0,1.854923585e-05,0.0
60,0.1105039831,0.0,0.0001098900887,-0.00145260385,-0.000312771501,7.491919362e-06
61,0.0,-0.00137209209,0.0,4.963063987e-05,0.001220807503,2.748120359e-05
62,-0.0312419969,5.871351628e-05,-0.0031829922,-2.14989901e-05,0.0002789695024,-2.11682151e-05
63,-0.0250552936,0.002611312562,0.00173081692,0.000292558613,-0.000111674186,0.0005461528333
64,0.09667558,-0.00162570669,0.0008290621922,0.0,1.095336176e-05,0.0
65,0.008193235525,0.0,2.188985173e-05,-0.000122280468,0.0002233641069,3.662658951e-06
66,0.0,-0.000175327572,0.0,6.034687665e-06,3.782898423e-06,-3.27951061e-06
67,-0.00745932997,7.084886067e-05,-0.0002328081,-5.09892078e-08,-0.000134547854,-2.51793105e-06
68,-0.0013281551,0.0006188580197,7.99843232e-05,9.095220613e-06,7.495997092e-05,9.608694604e-05
69,0.02854892137,-0.000297153496,0.0002325349927,0.0,-4.05098143e-06,0.0
70,0.09767984456,0.0,7.800320475e-05,-0.000934017167,-0.000536626606,-4.58337384e-06
71,0.0,-0.00117880508,0.0,3.788415357e-05,0.0001624457397,2.424971115e-05
72,-0.031033488,-0.000163100108,-0.00242117726,-9.91184446e-06,0.0007681354011,5.601665148e-06
73,-0.0280817008,0.002279775385,0.0007915033676,0.000153138029,-0.000514092743,0.0001940777071
74,0.09119954162,-0.00102898035,0.0009311308189,0.0,3.012168492e-05,0.0
75,0.0744209187,0.0,7.213533434e-05,-0.000794309421,-0.000172458565,-2.32903942e-07
76,0.0,-0.00077787998,0.0,2.23712009e-05,0.000270789498,7.663619996e-06
77,-0.025413741,-0.000222246074,-0.00181733224,-1.45302678e-05,0.0002067545524,-6.54177158e-06
78,-0.0174682001,0.002375595413,0.0005763100934,7.920647232e-05,-9.80409835e-05,0.0001092989089
79,0.09841391916,-0.000819810037,0.000668146221,0.0,5.353106062e-06,0.0
80,0.04494373132,0.0,3.58630655e-05,-0.000340842412,2.58977233e-05,-2.56096501e-06
81,0.0,-0.000525976209,0.0,1.623079685e-05,9.426097418e-05,2.203571406e-06
82,-0.0199972904,5.232432163e-05,-0.00104716166,-3.22627934e-06,7.024976165e-05,-3.20874081e-06
83,-0.00538162439,0.001305056801,0.0003190337553,4.13929817e-05,-0.000116059866,2.741085445e-05
84,0.05872262776,-0.000379246574,0.0006146382268,0.0,2.034427938e-06,0.0
85,0.005557596289,0.0,1.167089229e-05,-3.87938506e-05,-4.81874732e-05,-2.2169859e-06
86,0.0,-6.58148983e-05,0.0,1.718964214e-06,3.777452374e-05,1.427585902e-06
87,-0.0017121357,-2.04338034e-05,-0.000132580815,-6.29149345e-07,1.825164812e-05,-6.84940565e-07
88,-0.00150255688,0.0003998364777,3.067811828e-05,3.919559029e-06,-9.17349997e-05,1.011175908e-05
89,0.01823783873,-0.000153677549,4.673994035e-05,0.0,1.714297611e-06,0.0
90,0.03349083671,0.0,2.328863945e-05,-0.000192693574,-1.38609545e-05,-2.41411262e-06
91,0.0,-0.000322983357,0.0,8.960006624e-06,8.265699858e-05,1.002930989e-06
92,-0.0118740571,3.566662374e-05,-0.0006660633,-1.97664909e-06,4.946803565e-05,-2.29767932e-06
93,-0.00262870663,0.0008761364287,0.0001994855582,2.217675915e-05,-0.000108931823,1.758955319e-05
94,0.04226696462,-0.000218581268,0.0003637031546,0.0,1.338553462e-06,0.0
95,0.003284200199,0.0,4.511706314e-06,1.264472445e-05,-1.20662485e-05,-2.89170036e-07
96,0.0,-1.76182881e-05,0.0,2.888022135e-07,-3.43345506e-06,1.354568671e-07
97,-0.000433053384,6.628730556e-06,-7.11622971e-05,-5.63592513e-08,2.778489029e-05,1.032846905e-07
98,0.0005454258996,0.0001671062127,1.881141315e-05,2.212034634e-06,-2.14173708e-05,4.107663073e-06
99,0.00828517984,-3.44100737e-05,-3.31476182e-07,0.0,7.864095396e-07,0.0
100,0.02439241165,0.0,1.616646324e-05,-0.000124028229,-3.35714448e-05,-1.00871916e-06
101,0.0,-0.000220745852,0.0,5.852958905e-06,2.397238949e-05,1.073264692e-06
102,-0.00821887512,2.27421955e-05,-0.000420096298,-1.17776285e-06,4.456208363e-05,-3.7851951e-07
103,-0.00149202834,0.0005936256914,0.000144714481,1.434573428e-05,-5.31852047e-05,1.197954304e-05
104,0.03057028342,-0.000171891302,0.0002634757739,0.0,1.129682451e-06,0.0
105,0.003187710134,0.0,3.617717534e-06,2.436282207e-06,-4.03977521e-07,-1.41993908e-07
106,0.0,-2.87724341e-05,0.0,6.94534956e-07,-3.43937135e-06,2.152942734e-08
107,-0.00133585197,1.036728208e-05,-6.54771079e-05,2.410493855e-08,8.95186365e-06,1.535025658e-10
108,0.0003767260961,0.0001328625614,2.109670585e-05,1.931833707e-06,-6.98939183e-06,1.684501377e-06
109,0.0076493683,-4.89042436e-05,2.96981122e-05,0.0,2.576863725e-07,0.0
110,0.0067786153,0.0,5.59725504e-06,3.01887902e-05,-4.02718431e-07,-2.66536962e-07
111,0.0,-2.68931181e-05,0.0,1.050475435e-06,-2.44976397e-07,5.005638258e-08
112,-0.00188480773,5.518756143e-05,-0.000129865166,1.026146252e-06,-6.42860698e-06,8.829905588e-08
113,0.001814464233,0.0001961727014,7.090669241e-05,3.801548493e-06,-8.2960337e-06,5.942759877e-07
114,0.01085510366,-0.00010453788,5.626796976e-05,0.0,-4.33431303e-08,0.0
115,0.2102713221,0.0,6.255130578e-05,6.201640442e-05,3.072165393e-06,-2.10506489e-06
116,0.0,-0.000426069187,0.0,1.165833661e-05,0.0001492642852,8.335190598e-07
117,-0.01451863,0.0008078158953,-0.00230029671,8.852075717e-06,-4.645127e-05,-1.59187574e-06
118,0.02394563144,0.002394196855,0.001309712354,5.675337044e-05,-8.23243586e-05,1.160780318e-05
119,0.1370856567,-0.00132992302,0.0007358349637,0.0,-1.73592383e-07,0.0
120,0.006594980371,0.0,2.729847245e-06,1.242849161e-05,-2.58255026e-06,-7.90402057e-08
121,0.0,7.375206717e-06,0.0,1.420765804e-08,-1.31873318e-06,2.897082764e-08
122,-0.000229268677,1.271856762e-05,-0.000113183349,4.124147703e-07,-2.79033344e-06,7.749029256e-08
123,0.0003901497855,9.91365998e-05,7.664709224e-05,3.15006014e-06,-3.70692857e-06,3.046807514e-07
124,0.007117525863,-5.9405257e-05,1.069200843e-05,0.0,-4.37836619e-09,0.0
125,0.2074590341,0.0,4.155220084e-05,-5.21535618e-05,-1.76123648e-05,-7.71376224e-07
126,0.0,8.768985571e-05,0.0,4.705491819e-06,-7.15288386e-07,8.578638252e-07
127,0.02553037669,1.24694909e-05,-0.00172351354,3.744426351e-06,9.090359409e-06,1.546716982e-07
128,0.007224464474,0.001701415512,0.001557118216,4.63150647e-05,-5.92317131e-05,3.755073864e-06
129,0.1496555655,-0.00157576766,0.0004346658618,0.0,3.930237574e-07,0.0
130,0.007662448517,0.0,2.593545999e-06,-1.16323288e-05,-8.05449772e-07,-1.00040416e-07
131,0.0,-1.04904714e-05,0.0,2.592541368e-07,2.447422831e-07,1.525483712e-08
132,-0.00105967311,1.018264978e-05,-7.4138714e-05,-2.06181472e-08,-2.85016283e-06,-9.29264181e-09
133,1.976607456e-05,9.552904978e-05,8.577566693e-05,1.901049843e-06,-6.36586153e-06,3.913363134e-07
134,0.0114394773,-0.000115844923,1.414708459e-05,0.0,4.408532246e-08,0.0
135,0.2648162523,0.0,3.092354904e-05,-0.000349106431,-1.94742349e-05,-5.7933076e-07
136,0.0,-0.000181360332,0.0,6.632625572e-06,4.322802788e-05,7.490055939e-07
137,-0.00981497374,0.0004329057808,-0.00151346244,1.343168139e-06,-7.3340058e-07,-1.49925305e-07
138,0.01081603748,0.00135139108,0.002000325186,3.589840278e-05,-7.25630235e-05,9.380503982e-07
139,0.1783741097,-0.00176741835,0.0004002611615,0.0,5.29708918e-07,0.0
140,0.01068432814,0.0,2.403406318e-06,-1.17269724e-05,-7.15725285e-06,-5.41236697e-08
141,0.0,-7.42923458e-06,0.0,2.348171473e-07,1.794476384e-06,3.926276795e-08
142,-0.00185919512,2.22935767e-05,-7.0923486e-05,1.282989306e-07,-5.49055918e-06,9.242817888e-08
143,0.0006250736385,8.215191686e-05,0.0001038186311,1.9788359e-06,1.001684997e-06,2.571049328e-06
144,0.01331340961,-0.000121084285,1.964367037e-05,0.0,-5.45062781e-08,0.0
145,0.3374866992,0.0,2.183575831e-05,-0.000527497356,-4.27733968e-05,1.232956001e-07
146,0.0,-0.000274329135,0.0,5.612477753e-06,7.233229383e-05,8.038373292e-07
147,-0.0362365205,0.0004966029861,-0.00128636196,7.296792987e-08,4.526096002e-05,8.771930598e-08
148,-9.8355056e-06,0.001032827914,0.002275938939,2.644743355e-05,-4.69846429e-05,4.110072572e-07
149,0.2386358571,-0.00190222167,0.0002884557729,0.0,5.300065493e-07,0.0
150,0.3680225316,0.0,8.226060293e-06,-0.00034267741,0.0001798505231,4.518926528e-08
151,0.0,-3.95435707e-05,0.0,2.655701802e-06,-6.89163158e-06,6.335095027e-07
152,0.1395191172,0.0002853985696,-0.000134319794,4.058125085e-07,0.0002034468274,2.47376092e-08
153,-0.012569831,0.0004562687898,0.001005595653,8.978845922e-06,-5.49148016e-05,4.615352356e-07
154,0.3762999293,-0.00108738895,0.0004801965305,0.0,2.751684794e-07,0.0
155,0.4889726865,0.0,1.183747023e-05,-0.000697524634,-4.70155327e-06,-3.86400804e-08
156,0.0,-9.36991256e-05,0.0,3.830806671e-06,6.177991176e-05,3.980230331e-07
157,-0.114003567,0.0006973490138,-0.000845645029,5.94887638e-07,3.448749304e-05,-4.41566729e-08
158,0.02781940829,0.0008518437595,0.002046665528,1.202631178e-05,-9.27149425e-05,3.504350566e-07
159,0.4742916088,-0.00212750534,0.0003936138756,0.0,3.642678107e-07,0.0
160,42.54190665,0.0,3.239495406e-05,-0.0126066813,0.04802221119,3.437387899e-06
161,0.0,0.03109352371,0.0,7.133385945e-05,-0.00850041928,0.0001040456957
162,42.42137868,-0.00802019791,0.08758518719,9.055326927e-06,0.04867078498,-3.9535333e-06
163,-0.256908461,0.03227518832,-0.0109044293,0.0001970467038,-0.00843434313,5.702303897e-05
164,43.54875406,-0.0102243417,0.08952216466,0.0,3.788955035e-05,0.0
165,0.2603986191,0.0,1.580870095e-06,-0.000154864405,0.0001163358855,5.701549037e-09
166,0.0,3.927496606e-05,0.0,6.522940981e-07,2.777047102e-06,2.699798951e-07
167,0.04856320383,0.000158346724,6.294457685e-05,8.552153656e-08,0.0001158101342,-2.9226403e-08
168,0.00611180061,0.0002488793144,0.0003806351717,1.720232428e-06,-1.9904023e-05,3.115843011e-07
169,0.2766819354,-0.00045935514,0.0002908828877,0.0,9.650401719e-08,0.0
170,4.720822101,0.0,4.243789485e-06,-0.00203462694,0.004847833021,7.616313708e-07
171,0.0,0.002825704074,0.0,7.286732321e-06,-0.00113545715,1.059790471e-05
172,4.4284589,-0.00109220781,0.008788413941,1.614473598e-06,0.005062453207,-2.55934827e-07
173,-0.0578917978,0.003346051606,-0.00129086834,2.150733287e-05,-0.00109602428,6.694810819e-06
174,4.987151945,-0.00194941145,0.009506664077,0.0,3.656386508e-06,0.0
175,0.4273978959,0.0,2.205253476e-06,-0.000204782496,0.0001629318746,-2.87042773e-07
176,0.0,6.2034319e-05,0.0,4.937431574e-07,-3.30788512e-06,4.043804263e-07
177,0.1349939428,7.070078914e-05,0.0002323856818,2.159212743e-08,0.0001456105026,-2.87846624e-09
178,0.008495265203,0.0002466119807,0.0001314246105,5.782214687e-06,-0.000129051329,1.158369347e-05
179,0.3907932056,-0.000304183124,0.0003592124192,0.0,5.071739744e-07,0.0
